,season,name,shoots,position,salary
7060,1999-00,Eldridge Recasner,Right,Point Guard and Shooting Guard,1100000
7061,2000-01,Eldridge Recasner,Right,Point Guard and Shooting Guard,1200000
7062,2001-02,Eldridge Recasner,Right,Point Guard and Shooting Guard,1300000
7063,2000-01,Michael Redd,Left,Shooting Guard and Small Forward,316969
7064,2001-02,Michael Redd,Left,Shooting Guard and Small Forward,465850
7065,2002-03,Michael Redd,Left,Shooting Guard and Small Forward,3000000
7066,2003-04,Michael Redd,Left,Shooting Guard and Small Forward,3000000
7067,2004-05,Michael Redd,Left,Shooting Guard and Small Forward,3000000
7068,2005-06,Michael Redd,Left,Shooting Guard and Small Forward,12000000
7069,2006-07,Michael Redd,Left,Shooting Guard and Small Forward,13260000
7070,2007-08,Michael Redd,Left,Shooting Guard and Small Forward,14520000
7071,2008-09,Michael Redd,Left,Shooting Guard and Small Forward,15780000
7072,2009-10,Michael Redd,Left,Shooting Guard and Small Forward,17040000
7073,2010-11,Michael Redd,Left,Shooting Guard and Small Forward,18300000
7074,2011-12,Michael Redd,Left,Shooting Guard and Small Forward,1308506
7075,2006-07,J.J. Redick,Right,Shooting Guard and Point Guard,1860720
7076,2007-08,J.J. Redick,Right,Shooting Guard and Point Guard,2000160
7077,2008-09,J.J. Redick,Right,Shooting Guard and Point Guard,2139720
7078,2009-10,J.J. Redick,Right,Shooting Guard and Point Guard,2839408
7079,2010-11,J.J. Redick,Right,Shooting Guard and Point Guard,7250000
7080,2011-12,J.J. Redick,Right,Shooting Guard and Point Guard,6750000
7081,2012-13,J.J. Redick,Right,Shooting Guard and Point Guard,6190000
7082,2013-14,J.J. Redick,Right,Shooting Guard and Point Guard,6300000
7083,2014-15,J.J. Redick,Right,Shooting Guard and Point Guard,6583500
7084,2015-16,J.J. Redick,Right,Shooting Guard and Point Guard,6867000
7085,2016-17,J.J. Redick,Right,Shooting Guard and Point Guard,7377500
7086,2017-18,J.J. Redick,Right,Shooting Guard and Point Guard,23000000
7087,2017-18,Davon Reed,Right,Shooting Guard,815615
7088,2004-05,Justin Reed,Right,Small Forward and Power Forward,385277
7089,2005-06,Justin Reed,Right,Small Forward and Power Forward,641748
7090,2006-07,Justin Reed,Right,Small Forward and Power Forward,1300000
7091,2007-08,Justin Reed,Right,Small Forward and Power Forward,1436500
7092,2008-09,Justin Reed,Right,Small Forward and Power Forward,1573000
7093,2015-16,Willie Reed,Right,Center,947276
7094,2016-17,Willie Reed,Right,Center,1015696
7095,2017-18,Willie Reed,Right,Center,1471382
7096,1999-00,Bryant Reeves,Right,Center,8666666
7097,2000-01,Bryant Reeves,Right,Center,10110000
7098,2001-02,Bryant Reeves,Right,Center,11555554
7099,2002-03,Bryant Reeves,Right,Center,12999998
7100,1999-00,Khalid Reeves,Right,Point Guard,30309
7101,1999-00,Don Reid,Right,Power Forward,1000000
7102,2000-01,Don Reid,Right,Power Forward,611000
7103,2001-02,Don Reid,Right,Power Forward,1000000
7104,2002-03,Don Reid,Right,Power Forward,1100000
7105,1999-00,J.R. Reid,Right,Power Forward and Center,2000000
7106,2000-01,J.R. Reid,Right,Power Forward and Center,2200000
7107,2002-03,J.R. Reid,Right,Power Forward and Center,800000
7108,2011-12,Ryan Reid,Right,Power Forward,475000
7109,2004-05,Jared Reiner,Right,Center,385277
7110,2005-06,Jared Reiner,Right,Center,242612
7111,2006-07,Jared Reiner,Right,Center,396905
7112,1999-00,Efthimi Rentzias,Right,Center,658700
7113,2002-03,Efthimi Rentzias,Right,Center,903360
7114,2003-04,Efthimi Rentzias,Right,Center,971160
7115,2004-05,Efthimi Rentzias,Right,Center,516865
7116,1999-00,Rodrick Rhodes,Right,Small Forward and Shooting Guard,600000
7117,1999-00,Rodrick Rhodes,Right,Small Forward and Shooting Guard,122000
7118,1999-00,Glen Rice,Right,Small Forward,7000000
7119,2000-01,Glen Rice,Right,Small Forward,7578900
7120,2001-02,Glen Rice,Right,Small Forward,8800000
7121,2002-03,Glen Rice,Right,Small Forward,9200000
7122,2003-04,Glen Rice,Right,Small Forward,6815000
7123,2003-04,Glen Rice,Right,Small Forward,1070000
7124,2014-15,Glen Rice Jr.,Right,Shooting Guard,400000
7125,2007-08,Chris Richard,Right,Center and Power Forward,427163
7126,2009-10,Chris Richard,Right,Center and Power Forward,43319
7127,2001-02,Jason Richardson,Right,Small Forward and Shooting Guard,2425440
7128,2002-03,Jason Richardson,Right,Small Forward and Shooting Guard,2607360
7129,2003-04,Jason Richardson,Right,Small Forward and Shooting Guard,2789280
7130,2004-05,Jason Richardson,Right,Small Forward and Shooting Guard,3534018
7131,2005-06,Jason Richardson,Right,Small Forward and Shooting Guard,8888888
7132,2006-07,Jason Richardson,Right,Small Forward and Shooting Guard,9999999
7133,2007-08,Jason Richardson,Right,Small Forward and Shooting Guard,11111110
7134,2008-09,Jason Richardson,Right,Small Forward and Shooting Guard,12222221
7135,2009-10,Jason Richardson,Right,Small Forward and Shooting Guard,13333333
7136,2010-11,Jason Richardson,Right,Small Forward and Shooting Guard,14444444
7137,2011-12,Jason Richardson,Right,Small Forward and Shooting Guard,5395000
7138,2012-13,Jason Richardson,Right,Small Forward and Shooting Guard,5799625
7139,2013-14,Jason Richardson,Right,Small Forward and Shooting Guard,6204250
7140,2014-15,Jason Richardson,Right,Small Forward and Shooting Guard,6601125
7141,2006-07,Jeremy Richardson,Right,Shooting Guard and Small Forward,120796
7142,2006-07,Jeremy Richardson,Right,Shooting Guard and Small Forward,55365
7143,2007-08,Jeremy Richardson,Right,Shooting Guard and Small Forward,511295
7144,2007-08,Jeremy Richardson,Right,Shooting Guard and Small Forward,253499
7145,2007-08,Jeremy Richardson,Right,Shooting Guard and Small Forward,85932
7146,2008-09,Jeremy Richardson,Right,Shooting Guard and Small Forward,769431
7147,2015-16,Josh Richardson,Right,Shooting Guard and Small Forward,525093
7148,2016-17,Josh Richardson,Right,Shooting Guard and Small Forward,874636
7149,2017-18,Josh Richardson,Right,Shooting Guard and Small Forward,1471382
7150,2016-17,Malachi Richardson,Right,Shooting Guard,1439880
7151,2017-18,Malachi Richardson,Right,Shooting Guard,1504560
7152,2001-02,Norm Richardson,Right,Shooting Guard,332817
7153,1999-00,Pooh Richardson,Right,Point Guard,500000
7154,1999-00,Pooh Richardson,Right,Point Guard,5882
7155,2000-01,Quentin Richardson,Right,Shooting Guard and Small Forward,1020960
7156,2001-02,Quentin Richardson,Right,Shooting Guard and Small Forward,1097520
7157,2002-03,Quentin Richardson,Right,Shooting Guard and Small Forward,1174080
7158,2003-04,Quentin Richardson,Right,Shooting Guard and Small Forward,1805735
7159,2004-05,Quentin Richardson,Right,Shooting Guard and Small Forward,5800000
7160,2005-06,Quentin Richardson,Right,Shooting Guard and Small Forward,6940000
7161,2006-07,Quentin Richardson,Right,Shooting Guard and Small Forward,7525500
7162,2007-08,Quentin Richardson,Right,Shooting Guard and Small Forward,8105500
7163,2008-09,Quentin Richardson,Right,Shooting Guard and Small Forward,8685500
7164,2009-10,Quentin Richardson,Right,Shooting Guard and Small Forward,9352400
7165,2010-11,Quentin Richardson,Right,Shooting Guard and Small Forward,2265000
7166,2011-12,Quentin Richardson,Right,Shooting Guard and Small Forward,2446600
7167,2012-13,Quentin Richardson,Right,Shooting Guard and Small Forward,2627400
7168,2013-14,Quentin Richardson,Right,Shooting Guard and Small Forward,2808600
7169,2013-14,Quentin Richardson,Right,Shooting Guard and Small Forward,1399507
7170,1999-00,Mitch Richmond,Right,Shooting Guard,10000000
7171,2000-01,Mitch Richmond,Right,Shooting Guard,10000000
7172,2001-02,Mitch Richmond,Right,Shooting Guard,10000000
7173,2001-02,Mitch Richmond,Right,Shooting Guard,1000000
7174,1999-00,Isaiah Rider,Right,Shooting Guard,5410000
7175,2000-01,Isaiah Rider,Right,Shooting Guard,736000
7176,2001-02,Isaiah Rider,Right,Shooting Guard,112797
7177,2003-04,Luke Ridnour,Right,Point Guard and Shooting Guard,1424400
7178,2004-05,Luke Ridnour,Right,Point Guard and Shooting Guard,1531200
7179,2005-06,Luke Ridnour,Right,Point Guard and Shooting Guard,1638000
7180,2006-07,Luke Ridnour,Right,Point Guard and Shooting Guard,2425878
7181,2007-08,Luke Ridnour,Right,Point Guard and Shooting Guard,6500000
7182,2008-09,Luke Ridnour,Right,Point Guard and Shooting Guard,6500000
7183,2009-10,Luke Ridnour,Right,Point Guard and Shooting Guard,6500000
7184,2010-11,Luke Ridnour,Right,Point Guard and Shooting Guard,4000000
7185,2011-12,Luke Ridnour,Right,Point Guard and Shooting Guard,3680000
7186,2012-13,Luke Ridnour,Right,Point Guard and Shooting Guard,4000000
7187,2013-14,Luke Ridnour,Right,Point Guard and Shooting Guard,4320000
7188,2014-15,Luke Ridnour,Right,Point Guard and Shooting Guard,2750000
7189,1999-00,Eric Riley,Right,Center,50206
7190,2012-13,Austin Rivers,Right,Point Guard and Shooting Guard,2238360
7191,2013-14,Austin Rivers,Right,Point Guard and Shooting Guard,2339040
7192,2014-15,Austin Rivers,Right,Point Guard and Shooting Guard,2439840
7193,2015-16,Austin Rivers,Right,Point Guard and Shooting Guard,3100000
7194,2016-17,Austin Rivers,Right,Point Guard and Shooting Guard,11000000
7195,2017-18,Austin Rivers,Right,Point Guard and Shooting Guard,11825000
7196,2013-14,Andre Roberson,Right,Shooting Guard and Small Forward,1110840
7197,2014-15,Andre Roberson,Right,Shooting Guard and Small Forward,1160880
7198,2015-16,Andre Roberson,Right,Shooting Guard and Small Forward,1210800
7199,2016-17,Andre Roberson,Right,Shooting Guard and Small Forward,2183072
7200,2017-18,Andre Roberson,Right,Shooting Guard and Small Forward,9259259
7201,2005-06,Anthony Roberson,Right,Point Guard,398762
7202,2006-07,Anthony Roberson,Right,Point Guard,267111
7203,2008-09,Anthony Roberson,Right,Point Guard,797581
7204,2000-01,Terrance Roberson,Right,Small Forward,316969
7205,2012-13,Brian Roberts,Right,Point Guard,473604
7206,2013-14,Brian Roberts,Right,Point Guard,788872
7207,2014-15,Brian Roberts,Right,Point Guard,2732000
7208,2015-16,Brian Roberts,Right,Point Guard,2854940
7209,2016-17,Brian Roberts,Right,Point Guard,1050961
7210,2005-06,Lawrence Roberts,Right,Center and Power Forward,398762
7211,2006-07,Lawrence Roberts,Right,Center and Power Forward,664209
7212,1999-00,Stanley Roberts,Right,Center,102824
7213,1999-00,Ryan Robertson,Right,Shooting Guard,301875
7214,2004-05,Bernard Robinson,Left,Small Forward and Shooting Guard,385277
7215,2005-06,Bernard Robinson,Left,Small Forward and Shooting Guard,641748
7216,2006-07,Bernard Robinson,Left,Small Forward and Shooting Guard,1000000
7217,2007-08,Bernard Robinson,Left,Small Forward and Shooting Guard,1080000
7218,1999-00,Clifford Robinson,Right,Small Forward and Power Forward and Center,6125000
7219,2000-01,Clifford Robinson,Right,Small Forward and Power Forward and Center,6890000
7220,2001-02,Clifford Robinson,Right,Small Forward and Power Forward and Center,7656250
7221,2002-03,Clifford Robinson,Right,Small Forward and Power Forward and Center,8421875
7222,2003-04,Clifford Robinson,Right,Small Forward and Power Forward and Center,4700000
7223,2004-05,Clifford Robinson,Right,Small Forward and Power Forward and Center,5287500
7224,2005-06,Clifford Robinson,Right,Small Forward and Power Forward and Center,2500000
7225,2006-07,Clifford Robinson,Right,Small Forward and Power Forward and Center,1600000
7226,2007-08,Clifford Robinson,Right,Small Forward and Power Forward and Center,500000
7227,1999-00,David Robinson,Left,Center,11592683
7228,2000-01,David Robinson,Left,Center,14700000
7229,2001-02,David Robinson,Left,Center,9500000
7230,2002-03,David Robinson,Left,Center,10500000
7231,1999-00,Eddie Robinson,Right,Small Forward,600000
7232,2000-01,Eddie Robinson,Right,Small Forward,600000
7233,2001-02,Eddie Robinson,Right,Small Forward,5170000
7234,2002-03,Eddie Robinson,Right,Small Forward,5687000
7235,2003-04,Eddie Robinson,Right,Small Forward,6204000
7236,2004-05,Eddie Robinson,Right,Small Forward,5055556
7237,2005-06,Eddie Robinson,Right,Small Forward,5444444
7238,1999-00,Glenn Robinson,Right,Small Forward,7250000
7239,2000-01,Glenn Robinson,Right,Small Forward,8120000
7240,2001-02,Glenn Robinson,Right,Small Forward,8990000
7241,2002-03,Glenn Robinson,Right,Small Forward,9860000
7242,2003-04,Glenn Robinson,Right,Small Forward,10730000
7243,2004-05,Glenn Robinson,Right,Small Forward,12071250
7244,2014-15,Glenn Robinson III,Right,Shooting Guard and Small Forward,507336
7245,2015-16,Glenn Robinson III,Right,Shooting Guard and Small Forward,845000
7246,2016-17,Glenn Robinson III,Right,Shooting Guard and Small Forward,1050500
7247,2017-18,Glenn Robinson III,Right,Shooting Guard and Small Forward,1524305
7248,2000-01,Jamal Robinson,Right,Small Forward,40000
7249,1999-00,James Robinson,Right,Point Guard,1866667
7250,1999-00,James Robinson,Right,Point Guard,510000
7251,2000-01,James Robinson,Right,Point Guard,1870000
7252,2000-01,Larry Robinson,Right,Point Guard and Small Forward and Shooting Guard,611000
7253,2001-02,Larry Robinson,Right,Point Guard and Small Forward and Shooting Guard,715850
7254,2005-06,Nate Robinson,Right,Point Guard,1102680
7255,2006-07,Nate Robinson,Right,Point Guard,1185480
7256,2007-08,Nate Robinson,Right,Point Guard,1268160
7257,2008-09,Nate Robinson,Right,Point Guard,2020179
7258,2009-10,Nate Robinson,Right,Point Guard,4000000
7259,2010-11,Nate Robinson,Right,Point Guard,4200000
7260,2011-12,Nate Robinson,Right,Point Guard,4500000
7261,2011-12,Nate Robinson,Right,Point Guard,983307
7262,2012-13,Nate Robinson,Right,Point Guard,1146337
7263,2013-14,Nate Robinson,Right,Point Guard,2016000
7264,2014-15,Nate Robinson,Right,Point Guard,2106720
7265,2014-15,Nate Robinson,Right,Point Guard,154918
7266,2015-16,Nate Robinson,Right,Point Guard,44000
7267,2012-13,Thomas Robinson,Right,Power Forward,3374640
7268,2013-14,Thomas Robinson,Right,Power Forward,3526440
7269,2014-15,Thomas Robinson,Right,Power Forward,3678360
7270,2015-16,Thomas Robinson,Right,Power Forward,981300
7271,2016-17,Thomas Robinson,Right,Power Forward,1050961
7272,2006-07,Sergio Rodriguez,Right,Point Guard,912000
7273,2007-08,Sergio Rodriguez,Right,Point Guard,817000
7274,2008-09,Sergio Rodriguez,Right,Point Guard,1048800
7275,2009-10,Sergio Rodriguez,Right,Point Guard,1892035
7276,2016-17,Sergio Rodriguez,Right,Point Guard,8000000
7277,1999-00,Lou Roe,Right,Small Forward,97412
7278,1999-00,Carlos Rogers,Right,Power Forward and Center,2100000
7279,2000-01,Carlos Rogers,Right,Power Forward and Center,2200000
7280,2001-02,Carlos Rogers,Right,Power Forward and Center,778350
7281,1999-00,Rodney Rogers,Left,Small Forward and Power Forward,2000000
7282,2000-01,Rodney Rogers,Left,Small Forward and Power Forward,2200000
7283,2001-02,Rodney Rogers,Left,Small Forward and Power Forward,2400000
7284,2002-03,Rodney Rogers,Left,Small Forward and Power Forward,2796000
7285,2003-04,Rodney Rogers,Left,Small Forward and Power Forward,3075600
7286,2004-05,Rodney Rogers,Left,Small Forward and Power Forward,2700000
7287,1999-00,Roy Rogers,Right,Power Forward,485000
7288,2000-01,Roy Rogers,Right,Power Forward,523500
7289,2006-07,Rajon Rondo,Right,Point Guard,1143600
7290,2007-08,Rajon Rondo,Right,Point Guard,1229280
7291,2008-09,Rajon Rondo,Right,Point Guard,1315080
7292,2009-10,Rajon Rondo,Right,Point Guard,2094922
7293,2010-11,Rajon Rondo,Right,Point Guard,9090911
7294,2011-12,Rajon Rondo,Right,Point Guard,10045455
7295,2012-13,Rajon Rondo,Right,Point Guard,11000000
7296,2013-14,Rajon Rondo,Right,Point Guard,11954545
7297,2014-15,Rajon Rondo,Right,Point Guard,12909091
7298,2015-16,Rajon Rondo,Right,Point Guard,9500000
7299,2016-17,Rajon Rondo,Right,Point Guard,14000000
7300,2017-18,Rajon Rondo,Right,Point Guard,3300000
7301,2017-18,Rajon Rondo,Right,Point Guard,3000000
7302,1999-00,Sean Rooks,Right,Center,1920000
7303,2000-01,Sean Rooks,Right,Center,2160000
7304,2001-02,Sean Rooks,Right,Center,2400000
7305,2002-03,Sean Rooks,Right,Center,2640000
7306,2003-04,Sean Rooks,Right,Center,1070000
7307,2008-09,Derrick Rose,Right,Point Guard,4822800
7308,2009-10,Derrick Rose,Right,Point Guard,5184480
7309,2010-11,Derrick Rose,Right,Point Guard,5546160
7310,2011-12,Derrick Rose,Right,Point Guard,6993708
7311,2012-13,Derrick Rose,Right,Point Guard,16402500
7312,2013-14,Derrick Rose,Right,Point Guard,17632688
7313,2014-15,Derrick Rose,Right,Point Guard,18862875
7314,2015-16,Derrick Rose,Right,Point Guard,20093063
7315,2016-17,Derrick Rose,Right,Point Guard,21323250
7316,2017-18,Derrick Rose,Right,Point Guard,1356709
7317,2017-18,Derrick Rose,Right,Point Guard,749761
7318,2017-18,Derrick Rose,Right,Point Guard,290951
7319,1999-00,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,2437500
7320,2000-01,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,9660000
7321,2001-02,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,10865250
7322,2002-03,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,12072500
7323,2003-04,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,13279750
7324,2004-05,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,14487000
7325,2005-06,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,15694250
7326,2006-07,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,14601500
7327,2006-07,Jalen Rose,Left,Shooting Guard and Small Forward and Point Guard,1540000
7328,1999-00,Malik Rose,Right,Small Forward and Power Forward,2285000
7329,2000-01,Malik Rose,Right,Small Forward and Power Forward,2570000
7330,2001-02,Malik Rose,Right,Small Forward and Power Forward,2285000
7331,2002-03,Malik Rose,Right,Small Forward and Power Forward,4370000
7332,2003-04,Malik Rose,Right,Small Forward and Power Forward,4916250
7333,2004-05,Malik Rose,Right,Small Forward and Power Forward,5462500
7334,2005-06,Malik Rose,Right,Small Forward and Power Forward,6008750
7335,2006-07,Malik Rose,Right,Small Forward and Power Forward,7525397
7336,2007-08,Malik Rose,Right,Small Forward and Power Forward,7101250
7337,2008-09,Malik Rose,Right,Small Forward and Power Forward,7647500
7338,2004-05,Quinton Ross,Right,Shooting Guard and Small Forward,620046
7339,2005-06,Quinton Ross,Right,Shooting Guard and Small Forward,700000
7340,2006-07,Quinton Ross,Right,Shooting Guard and Small Forward,771331
